Sub Status,city,state,american express/premium      ,american express/regular      ,discover/premium              ,discover/regular              ,other card/premium            ,other card/regular            ,store or retail/regular       ,visa/regular                  ,mastercard/regular            ,person 1: technology adoption ,person 1: health well being   ,act/int: wine lovers          ,act/int: do-it-yourselfers    ,act/int:home improve spenders ,act/int: hunting enthusiasts  ,buyer: laptop owners          ,buyer: security sys owners    ,buyer: coupon users           ,buyer: warehouse club members ,lifestyle: life ins policy    ,lifestyle: medical policy     ,lifestyle: medicare policy    ,act/int:video gamer           ,act/int:eats family restaurant,act/int:eats fast food        ,act/int: cat owners           ,act/int: dog owners           ,style: high freq domestic vac ,style: high freq foreign vac  
Expired/Cancelled,GIG HARBOR,WA,U,U,U,U,U,Y,U,Y,U,2,5,99,10,25,20,57,44,43,29,40,42,99,42,63,39,28,55,50,36
Expired/Cancelled,MCKINNEY,TX,U,U,U,U,U,U,U,Y,U,2,1,99,24,27,27,50,15,19,20,36,46,99,40,48,23,38,47,23,43
Active,LUTZ,FL,,,,,,,,,,2,4,99,32,40,24,16,53,73,46,78,63,99,23,35,45,45,55,24,24
Active,PALM HARBOR,FL,U,U,U,U,U,Y,U,U,U,2,5,99,26,35,54,43,33,27,22,60,44,99,39,27,22,44,58,17,13
Expired/Cancelled,SAN BERNARDINO,CA,U,U,U,U,U,U,U,Y,U,2,5,99,54,78,36,57,67,40,70,99,99,99,6,64,7,94,32,69,74
Expired/Cancelled,ELLENSBURG,WA,U,U,U,U,U,U,U,U,U,2,5,99,91,95,86,22,89,46,64,85,91,99,47,80,20,93,97,26,39
Active,RANCHO CUCAMONGA,CA,U,U,U,U,U,U,U,U,U,2,4,99,19,36,30,21,33,47,38,59,35,99,8,90,21,75,72,22,7
Expired/Cancelled,WEST PALM BEACH,FL,U,U,U,U,U,Y,U,Y,U,1,5,99,31,61,22,18,42,45,45,76,65,99,11,52,7,28,25,35,74
Expired/Cancelled,MEDINA,WA,U,U,U,U,U,Y,U,Y,U,1,4,99,30,24,29,31,20,48,24,53,26,99,35,93,63,67,38,7,2
Active,ATLANTA,GA,U,Y,U,U,U,Y,U,Y,U,2,3,99,31,25,30,11,25,49,25,60,32,99,10,94,24,76,19,8,3
Expired/Cancelled,BIRMINGHAM,AL,,,,,,,,,,1,5,99,52,81,30,42,43,6,65,82,88,99,5,13,3,91,73,59,59
Expired/Cancelled,SALCHA,AK,,,,,,,,,,2,4,99,35,65,61,41,32,27,46,66,54,99,53,22,38,37,54,53,53
Expired/Cancelled,GRANADA HILLS,CA,U,Y,U,Y,U,U,U,Y,Y,2,4,99,26,23,30,40,21,36,5,39,12,99,61,74,67,40,49,6,3
Active,HOUSTON,TX,,,,,,,,,,2,4,99,38,74,24,20,61,73,46,82,71,99,12,67,13,70,58,15,22
Expired/Cancelled,BLOOMINGTON,IN,,,,,,,,,,1,3,99,55,93,48,1,83,73,66,83,83,99,15,79,22,86,91,20,39
Expired/Cancelled,COPPELL,TX,U,U,U,U,U,Y,U,Y,U,2,5,99,29,39,16,31,32,35,27,51,33,99,22,68,35,69,39,16,6
Active,OLLIE,IA,U,U,U,Y,U,Y,U,Y,Y,4,1,99,23,44,42,42,67,87,75,66,47,99,40,86,25,18,23,66,69
Active,HENDERSON,NV,,,,,,,,,,1,5,99,33,53,57,49,66,17,62,77,78,99,34,9,20,35,61,55,61
Expired/Cancelled,SAINT LOUIS,MO,U,U,U,U,U,U,U,U,U,2,3,99,39,63,54,13,42,54,49,64,54,99,14,98,39,84,85,8,9
Expired/Cancelled,HAVERTOWN,PA,U,U,U,U,U,U,U,U,U,3,4,99,37,56,32,18,66,46,44,75,75,99,10,51,22,77,63,31,18
Expired/Cancelled,WESTPORT,CT,U,Y,U,U,U,Y,U,Y,U,2,4,99,31,10,30,13,18,74,6,10,11,99,64,90,64,58,6,16,13
Expired/Cancelled,SAN RAFAEL,CA,U,U,U,U,U,U,U,Y,U,2,5,99,91,69,58,25,96,39,34,66,68,99,36,80,21,76,99,11,18
Expired/Cancelled,LEMOORE,CA,,,,,,,,,,1,5,99,55,91,28,46,66,49,66,87,90,99,11,53,10,86,40,64,88
Active,BATON ROUGE,LA,U,U,U,U,U,Y,U,U,U,1,4,99,39,67,47,36,44,46,32,69,54,99,15,84,17,64,87,6,1
Expired/Cancelled,BIRMINGHAM,AL,,,,,,,,,,1,5,99,78,96,37,88,64,24,97,98,99,99,11,8,1,99,85,98,98
Expired/Cancelled,JACKSONVILLE,FL,,,,,,,,,,1,5,99,41,61,92,32,46,31,23,66,53,99,48,74,26,49,89,3,1
Expired/Cancelled,ROUND ROCK,TX,,,,,,,,,,2,5,99,36,66,27,32,61,45,61,72,78,99,10,39,13,63,39,37,79
Expired/Cancelled,DURANGO,CO,,,,,,,,,,1,5,99,87,87,45,38,92,31,67,87,86,99,12,75,13,79,97,32,41
Active,NEW YORK,NY,,,,,,,,,,1,5,99,87,84,47,38,88,20,55,82,65,99,28,77,39,88,98,11,5
Expired/Cancelled,COLUMBUS,GA,U,U,U,Y,U,Y,U,Y,U,1,5,99,47,69,27,54,6,8,45,64,65,99,4,3,2,91,39,54,37
Expired/Cancelled,GLENVIEW,IL,U,U,U,U,U,U,U,Y,U,2,3,99,31,55,57,13,48,56,43,76,67,99,39,88,22,62,32,4,13
Expired/Cancelled,TRENTON,NC,,,,,,,,,,1,5,99,70,99,67,87,78,80,88,97,99,99,42,39,1,85,75,98,98
Active,WESTFIELD,NJ,Y,Y,Y,U,Y,Y,U,Y,Y,1,4,99,8,19,24,13,36,44,16,54,32,99,28,67,30,49,27,15,4
Active,BROOKLYN,NY,,,,,,,,,,1,5,99,36,52,88,55,46,14,61,76,78,99,53,36,63,83,77,53,43
Expired/Cancelled,SEATTLE,WA,U,U,U,U,U,U,U,U,U,1,5,99,47,75,48,35,71,62,46,92,78,99,13,92,16,75,92,26,16
Active,CORPUS CHRISTI,TX,U,U,U,U,U,Y,U,U,U,2,1,99,56,83,57,40,75,31,69,88,91,99,13,81,15,83,86,27,33
Active,COVINGTON,WA,U,U,U,U,U,Y,U,U,U,1,5,99,54,91,20,50,55,40,68,95,95,99,9,50,4,62,62,58,74
Expired/Cancelled,PAPILLION,NE,,,,,,,,,,2,1,99,36,16,63,24,12,39,34,27,53,99,73,47,39,65,50,27,43
Expired/Cancelled,NEW YORK,NY,U,Y,U,U,U,Y,U,Y,Y,1,5,99,90,82,47,20,90,46,59,84,76,99,16,87,24,90,97,10,5
Expired/Cancelled,CENTER POINT,AL,,,,,,,,,,1,5,99,30,85,30,52,35,6,65,84,82,99,8,5,3,91,73,59,47
Expired/Cancelled,NAPERVILLE,IL,,,,,,,,,,2,4,99,9,24,60,3,4,34,15,48,26,99,36,60,24,58,36,1,3
Expired/Cancelled,SALINA,KS,,,,,,,,,,1,5,99,58,53,20,38,61,12,62,83,82,99,7,20,14,60,73,31,55
Active,FORT WAYNE,IN,U,Y,U,U,U,Y,Y,Y,Y,1,1,99,22,38,28,30,33,47,2,22,17,99,28,92,23,49,10,15,2
Expired/Cancelled,CROOKSTON,MN,,,,,,,,,,1,5,99,41,51,13,51,62,27,67,69,85,99,9,63,29,25,55,63,56
Expired/Cancelled,CADILLAC,MI,U,U,U,U,U,U,U,U,U,1,5,99,53,64,15,53,72,50,69,80,92,99,7,75,14,45,53,67,59
Expired/Cancelled,NEW CUMBERLAND,PA,U,U,U,U,U,Y,U,Y,U,1,5,99,52,53,46,41,82,15,41,77,85,99,13,30,13,57,41,28,43
Expired/Cancelled,TONGANOXIE,KS,U,U,U,U,U,U,U,U,U,2,5,99,35,51,20,57,67,63,63,78,76,99,13,19,23,46,53,66,62
Expired/Cancelled,PORTLAND,OR,U,U,U,U,U,U,U,Y,U,1,5,99,31,37,25,35,40,10,46,77,75,99,8,25,17,80,65,52,34
Active,BROOKLYN,NY,U,U,U,U,U,Y,U,U,U,2,5,99,75,92,47,9,74,59,54,83,75,99,15,96,19,91,97,2,2
Active,CARROLLTON,TX,U,U,U,U,U,U,U,U,U,1,4,99,23,50,25,30,20,49,4,25,18,99,45,89,41,39,60,13,13
Expired/Cancelled,MADISON,WI,U,U,U,Y,U,U,U,U,Y,1,3,99,92,89,45,34,88,46,61,68,80,99,50,77,46,95,97,32,30
Expired/Cancelled,WOODSTOCK,GA,U,U,U,U,U,Y,U,U,U,3,3,99,43,51,22,47,33,39,42,55,59,99,22,25,15,66,21,53,52
Active,EUCLID,OH,U,U,U,U,U,U,U,U,U,3,3,99,32,65,34,68,30,6,34,54,57,99,30,5,6,83,36,70,58
Active,NEW YORK,NY,,,,,,,,,,1,4,99,46,65,45,32,74,70,62,81,76,99,13,89,31,65,87,22,20
Expired/Cancelled,CUMMING,GA,U,Y,U,U,U,Y,U,Y,Y,2,4,99,23,19,26,24,22,49,2,1,3,99,83,95,80,48,49,11,12
Expired/Cancelled,MILPITAS,CA,,,,,,,,,,1,5,99,95,93,45,32,81,63,63,89,80,99,16,91,18,98,98,6,8
Expired/Cancelled,LINDON,UT,Y,Y,U,U,Y,Y,U,Y,Y,1,1,99,6,20,27,17,20,17,4,26,12,99,37,64,36,49,33,2,3
Expired/Cancelled,VIENNA,WV,,,,,,,,,,1,3,99,24,53,3,43,34,73,51,68,50,99,11,51,15,23,37,33,25
Expired/Cancelled,BOONTON,NJ,U,U,U,U,U,Y,U,Y,Y,1,1,99,30,59,21,38,62,47,55,83,70,99,4,72,5,64,4,21,29
Expired/Cancelled,AUSTIN,TX,,,,,,,,,,1,1,99,15,61,11,45,66,45,67,83,78,99,10,56,17,36,23,51,72
Expired/Cancelled,CORNELIUS,NC,,,,,,,,,,1,5,99,57,87,79,75,75,7,74,88,96,99,39,12,13,89,89,74,66
Expired/Cancelled,PORT ST LUCIE,FL,,,,,,,,,,1,5,99,30,54,15,21,55,60,68,79,67,99,27,54,58,64,33,43,85
Active,ATLANTA,GA,,,,,,,,,,2,5,99,88,87,47,31,90,75,64,94,76,99,14,87,18,86,97,27,18
Active,LORIS,SC,Y,U,U,U,U,Y,U,Y,Y,2,1,99,31,22,15,38,60,74,61,21,30,99,81,97,90,20,3,85,86
Active,LEXINGTON,KY,U,Y,U,U,U,Y,U,Y,Y,1,1,99,58,66,38,33,64,29,49,85,90,99,2,47,7,82,22,48,36
Expired/Cancelled,SAN RAMON,CA,U,Y,U,U,U,U,U,Y,U,2,4,99,30,24,29,31,20,48,24,53,26,99,35,93,63,67,38,7,2
Active,LULING,TX,U,U,U,U,U,U,U,Y,U,1,1,99,28,39,8,52,53,77,76,66,58,99,10,82,16,55,24,66,65
Active,HOUSTON,TX,U,U,U,U,U,U,U,U,U,1,5,99,59,95,59,32,40,41,59,87,67,99,16,77,17,85,89,22,21
Expired/Cancelled,HOUSTON,TX,U,U,U,U,U,U,U,U,U,1,3,99,39,61,65,47,61,10,47,86,80,99,33,11,14,64,68,48,39
Active,OAKMONT,PA,U,U,U,U,U,Y,U,Y,U,3,3,99,16,33,12,32,33,42,58,64,41,99,3,32,10,57,10,33,32
Expired/Cancelled,DARWIN,MN,U,U,U,U,U,U,U,U,U,1,1,99,31,51,49,35,68,53,74,72,80,99,36,86,21,52,25,57,34
Expired/Cancelled,LANSDALE,PA,,,,,,,,,,1,1,99,31,25,30,20,27,54,28,62,36,99,23,95,45,64,55,5,3
Active,WAKE FOREST,NC,U,U,U,U,U,U,U,U,U,1,5,99,36,60,22,40,29,45,43,82,76,99,8,46,5,62,25,40,81
Expired/Cancelled,MILWAUKEE,WI,U,U,U,U,U,U,U,Y,U,3,3,99,32,24,25,52,21,37,25,55,33,99,37,73,57,63,55,7,2
Expired/Cancelled,BRIGHTON,MA,,,,,,,,,,2,4,99,68,98,48,49,68,63,69,83,92,99,12,85,5,99,97,46,51
Expired/Cancelled,SPRING,TX,U,Y,U,U,U,U,U,Y,U,2,4,99,8,42,65,4,4,34,17,57,27,99,21,67,9,62,12,1,3
Active,BOYNTON BEACH,FL,U,U,U,U,U,U,U,U,U,1,3,99,36,40,15,41,60,36,39,79,73,99,22,60,44,56,46,27,18
Expired/Cancelled,CARY,NC,U,Y,U,U,U,Y,U,Y,Y,2,3,99,32,51,31,24,54,47,11,65,51,99,28,87,23,52,6,16,3
Expired/Cancelled,AUSTIN,TX,U,Y,U,U,Y,Y,U,Y,U,2,4,99,90,92,47,5,83,61,41,76,53,99,36,93,26,96,99,1,9
Expired/Cancelled,COLLEGE STATION,TX,U,U,U,U,U,U,U,Y,U,1,5,99,74,97,47,48,77,86,74,66,89,99,13,63,20,91,82,72,69
Expired/Cancelled,KANSAS CITY,MO,U,U,U,U,U,U,U,U,U,4,2,99,57,54,27,86,70,77,87,74,90,99,34,45,17,22,45,89,82
Expired/Cancelled,BONITA SPRINGS,FL,,,,,,,,,,2,5,99,38,69,31,37,61,45,49,99,96,99,7,57,10,72,23,64,89
Expired/Cancelled,PALISADES PARK,NJ,,,,,,,,,,2,5,99,66,57,46,25,55,23,50,82,86,99,10,44,13,83,81,25,34
Active,BELLEVUE,WA,U,U,U,U,U,U,U,U,Y,3,3,99,31,25,29,28,22,74,10,40,27,99,30,88,28,39,7,16,13
Expired/Cancelled,AUBURN,AL,,,,,,,,,,1,5,99,90,95,43,34,86,46,66,86,91,99,15,80,14,95,97,31,44
Expired/Cancelled,BOYNTON BEACH,FL,,,,,,,,,,1,5,99,84,92,29,49,90,77,66,96,80,99,10,35,13,80,81,72,55
Active,KALAMAZOO,MI,,,,,,,,,,1,5,99,33,81,46,16,76,75,67,84,90,99,15,83,19,79,89,53,61
Active,OMAHA,NE,U,U,U,U,U,U,U,Y,U,2,1,99,35,51,20,26,39,44,43,69,75,99,9,84,12,31,36,31,42
Expired/Cancelled,ORLANDO,FL,,,,,,,,,,1,5,99,70,88,41,82,64,43,87,99,99,99,7,53,1,81,64,87,93
Expired/Cancelled,CARY,NC,U,U,U,Y,U,Y,U,Y,Y,2,3,99,4,4,29,15,16,33,2,7,1,99,46,70,67,44,33,1,4
Active,VALPARAISO,FL,U,U,U,Y,U,Y,Y,Y,Y,1,3,99,6,52,22,45,63,21,21,52,47,99,25,43,20,27,16,54,39
Expired/Cancelled,WESTON,MA,U,U,U,U,U,Y,U,U,U,2,4,99,25,24,32,30,20,48,5,30,10,99,60,93,69,48,34,6,2
Active,TAYLOR,MI,,,,,,,,,,1,1,99,55,74,28,73,79,77,84,93,97,99,25,52,2,15,72,92,95
Expired/Cancelled,SEGUIN,TX,,,,,,,,,,1,5,99,38,39,25,31,4,30,27,50,52,99,8,45,8,60,39,11,26
Expired/Cancelled,BAKERSFIELD,CA,,,,,,,,,,2,4,99,33,37,23,30,15,49,34,54,52,99,12,85,13,36,36,18,25
Expired/Cancelled,LAREDO,TX,,,,,,,,,,1,5,99,62,82,39,78,70,42,87,99,99,99,8,68,1,88,53,92,93
Expired/Cancelled,WILMINGTON,NC,,,,,,,,,,1,5,99,30,61,19,30,60,15,44,73,75,99,2,23,4,41,6,56,80
Expired/Cancelled,OXNARD,CA,,,,,,,,,,1,4,99,32,24,25,52,21,37,25,55,33,99,37,73,57,63,55,7,2
Active,FLORAL PARK,NY,U,Y,U,U,U,Y,U,Y,Y,4,2,99,38,62,46,38,77,77,45,65,63,99,58,98,36,28,74,60,62
Active,LA PLATA,MD,U,U,U,U,U,Y,U,Y,Y,1,1,99,10,24,22,43,47,52,16,26,39,99,17,95,13,47,7,31,16
Expired/Cancelled,MELROSE,MA,,,,,,,,,,3,4,99,73,4,65,88,35,20,30,29,33,99,99,37,99,74,89,16,11
Active,JEFFERSON,LA,U,U,U,U,U,Y,U,Y,Y,2,4,99,18,45,20,41,61,56,19,11,30,99,23,92,32,37,26,30,37
Expired/Cancelled,BROOKLYN,NY,U,Y,U,Y,U,Y,Y,Y,U,1,2,99,87,84,47,38,88,20,55,82,65,99,28,77,39,88,98,11,5
Expired/Cancelled,ZION,IL,U,U,U,U,U,U,U,U,U,1,5,99,61,82,44,85,82,76,81,99,99,99,10,30,3,86,66,91,71
Expired/Cancelled,DALLAS,TX,U,U,U,U,U,U,U,Y,U,1,5,99,22,66,35,81,61,42,67,98,96,99,39,62,10,71,41,87,72
Expired/Cancelled,BLOOMINGTON,IN,U,U,U,U,U,U,U,Y,U,2,3,99,90,92,44,17,89,46,67,84,91,99,15,84,20,95,97,26,40
Expired/Cancelled,HEMET,CA,,,,,,,,,,1,1,99,58,77,46,81,81,77,74,99,99,99,29,34,6,78,64,89,81
Expired/Cancelled,GREENWICH,CT,U,Y,U,U,U,U,U,U,Y,1,1,99,31,25,31,42,20,48,5,33,21,99,44,89,45,48,7,7,2
Expired/Cancelled,WHITE PLAINS,NY,,,,,,,,,,1,5,99,61,74,69,31,83,57,69,88,74,99,20,75,37,74,97,12,13
Expired/Cancelled,HARLINGEN,TX,,,,,,,,,,1,5,99,98,90,46,77,95,24,79,97,98,99,4,44,1,97,89,77,77
Active,LAKELAND,TN,U,Y,U,U,U,U,U,U,U,2,1,99,4,22,29,15,4,33,2,25,18,99,14,67,10,55,6,2,3
Active,LAWRENCEVILLE,GA,,,,,,,,,,2,4,99,16,51,23,12,50,48,34,77,62,99,9,63,13,56,25,9,30
Active,MINNEAPOLIS,MN,U,U,U,Y,U,Y,U,Y,U,1,3,99,39,54,45,12,60,70,65,76,74,99,9,71,36,80,66,21,32
Expired/Cancelled,CONCORD,NC,U,U,U,U,U,Y,U,U,U,3,3,99,8,21,24,18,4,18,20,42,28,99,6,64,14,69,8,2,3
Expired/Cancelled,ORANGEBURG,SC,U,U,U,U,U,Y,U,U,U,1,5,99,68,87,81,81,62,47,89,87,98,99,41,39,2,97,84,98,89
Expired/Cancelled,BRONX,NY,,,,,,,,,,1,5,99,62,78,64,57,89,21,73,99,99,99,6,58,30,97,85,68,41
Active,CINCINNATI,OH,U,U,U,U,U,Y,U,U,Y,3,3,99,34,26,14,53,32,73,39,62,36,99,22,68,34,44,13,19,15
Active,COLUMBIA,SC,U,U,U,U,U,U,U,U,U,2,5,99,94,99,59,18,88,26,45,79,76,99,24,78,13,99,92,31,32
Active,WESTERN SPRINGS,IL,U,Y,U,U,U,Y,U,Y,Y,3,3,99,31,25,31,42,20,48,5,33,21,99,44,89,45,48,7,7,2
Active,CANTON,OH,U,U,U,Y,U,U,U,Y,U,1,1,99,33,32,16,40,47,36,30,66,52,99,29,66,32,43,10,14,10
Expired/Cancelled,LONG BEACH,CA,,,,,,,,,,1,5,99,97,95,73,38,99,43,60,89,96,99,20,80,19,97,99,33,27
Expired/Cancelled,OVERLAND PARK,KS,,,,,,,,,,1,5,99,29,32,12,40,31,48,45,65,46,99,11,60,21,69,41,8,3
Expired/Cancelled,FORT MILL,SC,U,U,U,U,U,Y,U,Y,U,2,1,99,8,31,25,17,4,34,21,53,32,99,2,60,5,72,8,2,3
Active,WAYZATA,MN,,,,,,,,,,1,4,99,30,17,29,37,14,48,21,21,11,99,81,96,92,69,53,6,2
Active,COLLEYVILLE,TX,,,,,,,,,,1,4,99,31,10,31,43,18,48,3,6,6,99,92,89,87,47,33,6,2
Active,WALWORTH,WI,Y,U,Y,Y,Y,Y,U,Y,U,4,2,99,97,59,14,79,73,60,31,43,37,99,94,18,98,82,96,30,20
Active,NEWBURGH,NY,,,,,,,,,,1,5,99,78,95,43,88,79,20,88,99,99,99,3,27,1,99,29,87,93
Expired/Cancelled,WESTPORT,CT,U,U,U,U,U,U,U,U,U,2,4,99,31,25,68,30,21,54,20,50,30,99,55,96,50,53,7,5,2
Expired/Cancelled,AURORA,CO,U,U,U,U,U,U,U,U,U,2,4,99,27,7,30,25,24,37,3,12,3,99,84,59,82,53,51,5,2
Expired/Cancelled,CHEBOYGAN,MI,U,U,U,U,U,U,U,Y,Y,1,3,99,63,66,30,35,66,12,84,79,95,99,13,40,21,74,71,85,84
Active,SANTA BARBARA,CA,,,,,,,,,,2,4,99,33,31,17,42,54,36,15,42,36,99,51,48,70,34,41,27,17
Expired/Cancelled,CORONA,NY,U,U,U,U,U,U,U,U,U,0,0,99,91,96,87,81,92,77,79,97,99,99,56,4,9,97,93,93,78
Expired/Cancelled,ROCHESTER,MN,U,U,U,U,U,U,U,U,U,0,0,99,31,24,27,41,21,37,25,60,28,99,22,74,38,61,20,8,3
Active,WEST ORANGE,NJ,,,,,,,,,,0,0,99,27,17,25,54,36,16,25,64,53,99,35,35,57,62,62,17,4
Active,NAPLES,FL,U,U,U,U,U,Y,U,Y,U,0,0,99,35,20,14,53,21,36,41,63,37,99,35,65,64,62,46,5,2
Expired/Cancelled,SUFFERN,NY,U,U,U,U,U,Y,U,U,Y,0,0,99,34,32,28,43,20,48,25,57,35,99,21,90,38,68,14,8,2
Expired/Cancelled,AUSTIN,TX,U,U,U,U,U,U,U,U,U,0,0,99,58,69,91,8,43,62,43,68,51,99,46,96,26,87,92,1,1
Expired/Cancelled,BARRINGTON,IL,U,Y,U,Y,U,Y,U,Y,Y,0,0,99,34,23,28,14,21,54,25,61,48,99,20,93,44,78,31,5,1
Active,IRVINE,CA,U,U,U,U,U,U,U,U,U,0,0,99,26,23,30,40,21,36,5,39,12,99,61,74,67,40,49,6,3
Expired/Cancelled,SAINT AUGUSTINE,FL,U,U,U,U,U,Y,U,Y,Y,0,0,99,34,33,22,54,33,14,44,64,48,99,18,23,26,59,43,29,19
Expired/Cancelled,CHARLOTTE,NC,U,U,U,Y,U,Y,U,Y,Y,0,0,99,23,27,28,50,9,19,12,33,44,99,25,48,11,38,6,24,41
Active,OMAHA,NE,U,U,U,U,U,U,U,Y,U,0,0,99,64,77,86,90,81,77,79,99,99,99,54,39,12,79,65,89,82
Expired/Cancelled,TUCSON,AZ,U,U,U,U,U,Y,U,Y,U,0,0,99,31,46,35,8,39,40,8,36,28,99,18,33,10,57,14,8,12
Expired/Cancelled,CENTER MORICHES,NY,U,Y,U,U,U,Y,U,Y,U,0,0,99,19,25,39,49,43,24,22,52,31,99,28,69,25,37,37,39,24
Active,ATTICA,IN,U,Y,U,Y,U,Y,U,Y,Y,0,0,99,39,58,51,58,80,55,66,82,82,99,36,69,16,41,41,66,66
Active,KINGSPORT,TN,U,U,U,Y,U,Y,U,Y,U,4,3,98,49,51,31,91,78,72,95,71,90,99,63,97,31,71,57,84,84
Active,OWENSBORO,KY,U,U,U,U,Y,U,Y,U,U,4,1,98,40,51,24,86,72,65,95,67,88,99,52,77,26,23,63,86,78
Active,SEAGOVILLE,TX,U,U,U,U,U,U,U,Y,U,4,2,98,37,55,34,85,67,69,69,81,92,89,64,27,80,83,52,78,78
Active,LAS VEGAS,NV,U,Y,U,U,U,Y,U,Y,Y,4,2,98,88,68,29,82,67,12,76,63,87,87,90,32,89,63,92,84,86
Active,DALLAS,TX,U,U,U,U,U,U,U,Y,Y,4,2,98,88,72,29,99,78,78,87,97,99,74,80,64,75,79,88,93,85
Active,DENVER,CO,,,,,,,,,,1,5,98,14,50,41,66,58,13,69,79,86,89,57,24,80,84,78,56,46
Expired/Cancelled,COLUMBIA,SC,U,U,U,U,U,U,U,U,U,1,5,98,67,93,15,86,73,85,87,75,97,99,35,13,3,83,71,99,99
Active,DELANO,CA,,,,,,,,,,4,2,98,70,57,29,99,61,42,81,88,96,87,79,71,84,87,88,86,71
Expired/Cancelled,ORLANDO,FL,,,,,,,,,,4,2,98,87,53,24,99,72,64,97,68,90,83,87,78,85,74,90,76,80
Expired/Cancelled,BLOOMINGTON,CA,U,U,U,U,U,Y,U,Y,U,4,2,98,32,32,29,66,54,42,68,74,90,94,63,59,78,79,50,77,65
Active,JACKSON,GA,U,U,U,U,U,U,U,U,U,4,2,98,81,78,16,96,47,69,71,37,69,57,83,15,84,94,91,99,89
Expired/Cancelled,PITTSBURGH,PA,U,U,U,U,U,Y,U,U,U,1,2,98,68,84,42,79,76,79,89,99,99,72,43,68,21,90,68,91,92
Active,CLIFTON,TX,U,U,U,Y,U,Y,U,Y,Y,4,2,98,56,63,26,85,73,66,89,73,94,52,61,90,10,40,20,81,94
Active,COPE,SC,U,Y,Y,U,Y,U,Y,Y,U,4,1,98,45,74,17,55,30,28,63,22,56,99,23,15,15,90,64,72,42
Active,TORRINGTON,CT,U,U,U,U,Y,U,U,Y,U,4,2,98,72,83,39,94,71,76,84,97,98,50,44,22,21,67,74,95,92
Expired/Cancelled,DONORA,PA,U,U,U,U,U,Y,U,Y,Y,1,2,98,62,63,25,85,74,66,90,74,95,45,78,93,21,39,57,78,94
Active,BROWNSTOWN TWP,MI,U,U,U,U,U,Y,U,Y,Y,4,2,98,89,65,47,99,40,75,75,65,73,84,79,20,89,78,96,66,57
Active,HARLINGEN,TX,U,U,U,U,Y,Y,Y,U,Y,2,3,98,50,55,29,86,67,48,78,88,97,73,83,73,49,80,58,85,75
Active,NEW LONDON,CT,U,Y,U,U,U,U,U,Y,Y,4,2,98,88,68,43,99,88,76,85,84,97,47,78,41,89,80,97,91,67
Active,MANSFIELD,LA,U,Y,U,Y,U,Y,U,Y,Y,4,2,98,93,96,16,99,77,85,89,80,97,62,82,15,42,90,93,99,99
Expired/Cancelled,GEORGETOWN,TX,U,Y,U,U,U,Y,U,Y,Y,4,2,98,28,38,35,41,42,40,33,63,73,99,45,63,48,77,60,58,53
Active,IOWA,LA,U,U,U,U,U,U,U,U,U,4,4,98,68,95,16,93,77,85,86,80,97,99,58,13,3,83,71,99,99
Active,BRISTOL,TN,U,Y,U,U,U,Y,U,Y,U,4,3,98,62,63,26,81,73,66,87,73,94,99,61,93,9,15,51,78,86
Active,COVE CITY,NC,U,U,U,U,Y,U,U,Y,U,3,5,98,39,86,31,58,63,44,60,21,56,99,63,49,14,87,28,96,79
Active,BORON,CA,U,Y,U,U,U,Y,U,Y,Y,4,3,98,71,67,26,89,75,66,89,69,95,99,79,94,17,13,52,81,86
Active,WAYNESBORO,PA,U,Y,U,U,Y,Y,U,Y,U,1,3,98,41,50,28,90,77,72,86,54,73,99,71,97,18,33,17,84,83
Expired/Cancelled,BORGER,TX,U,U,U,U,U,Y,U,Y,Y,4,2,98,64,63,26,93,73,66,88,69,92,45,62,93,10,36,22,80,86
Active,GRAND SALINE,TX,U,U,U,Y,U,Y,U,U,Y,4,2,98,65,63,26,93,73,66,89,69,92,27,80,90,22,36,60,78,94
Expired/Cancelled,DUNNIGAN,CA,U,Y,U,U,U,Y,U,U,U,4,5,98,68,95,15,87,78,86,88,85,98,99,43,12,1,82,71,99,99
Active,WICHITA FALLS,TX,U,U,U,U,U,U,U,U,U,4,2,98,87,57,20,94,63,86,97,64,79,73,76,84,84,60,88,74,62
Active,DONALDSONVILLE,LA,U,U,U,Y,U,Y,U,Y,Y,1,3,98,66,95,19,87,76,85,78,67,93,99,21,12,1,76,30,99,99
Active,HEBBRONVILLE,TX,U,U,U,U,U,U,U,Y,Y,3,5,98,84,58,40,99,67,20,80,97,97,78,64,36,75,92,79,91,78
Expired/Cancelled,CASTLE HAYNE,NC,U,U,U,U,U,Y,U,Y,Y,2,3,98,49,87,27,49,32,31,65,26,56,99,22,38,8,94,68,74,35
Active,LONDON,KY,U,U,U,U,U,U,U,U,U,2,4,98,51,53,14,56,67,57,68,46,77,99,21,95,48,24,55,62,59
Expired/Cancelled,PEACHTREE CITY,GA,U,U,U,U,Y,Y,Y,U,U,4,2,98,29,55,28,78,67,77,77,79,85,88,31,49,23,47,64,85,71
Active,CHARLESTON,WV,U,U,U,U,U,Y,U,U,U,1,3,98,31,28,15,53,90,44,67,66,84,99,20,55,35,42,26,61,43
Expired/Cancelled,ALAMO,TX,U,U,U,U,U,Y,U,Y,U,4,2,98,59,69,29,87,77,78,85,97,99,99,55,68,14,67,56,91,94
Expired/Cancelled,GULFPORT,MS,,,,,,,,,,1,5,98,57,78,32,91,61,21,79,67,91,99,48,6,13,90,55,98,86
